"adress","electricity_costs_usd","borough","area_name","postcode","latitude","longitude","building_name","date"
"1020 Anderson Ave",42240,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2011-11-01
"1020 Anderson Ave",45760,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2011-12-01
"1020 Anderson Ave",44800,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2012-01-01
"1020 Anderson Ave",45440,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2012-02-01
"1020 Anderson Ave",47360,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2012-03-01
"1020 Anderson Ave",55040,"Brooklyn","Bath Beach",11228,40.610963,-74.013376,"P.S.73X",2012-04-01
"120 East 184th St",62880,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2008-07-01
"120 East 184th St",65160,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2008-08-01
"120 East 184th St",65160,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2008-09-01
"120 East 184th St",69360,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2008-10-01
"120 East 184th St",69360,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2008-11-01
"120 East 184th St",63720,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2008-12-01
"120 East 184th St",71160,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2009-01-01
"120 East 184th St",69360,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2009-02-01
"120 East 184th St",72240,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2009-03-01
"120 East 184th St",62640,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2009-04-01
"120 East 184th St",84720,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2009-05-01
"120 East 184th St",68640,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2009-06-01
"120 East 184th St",70800,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2009-07-01
"120 East 184th St",78360,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2009-08-01
"120 East 184th St",68640,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2009-09-01
"120 East 184th St",83160,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2009-10-01
"120 East 184th St",72240,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2009-11-01
"120 East 184th St",67680,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2009-12-01
"120 East 184th St",66360,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2010-01-01
"120 East 184th St",66360,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2010-02-01
"120 East 184th St",116760,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2010-03-01
"120 East 184th St",124800,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2010-04-01
"120 East 184th St",20040,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2010-05-01
"120 East 184th St",64560,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2010-06-01
"120 East 184th St",70440,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2010-07-01
"120 East 184th St",99480,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2010-08-01
"120 East 184th St",87360,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2010-09-01
"120 East 184th St",93720,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2010-10-01
"120 East 184th St",82920,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2010-11-01
"120 East 184th St",87960,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2010-12-01
"120 East 184th St",80040,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2011-01-01
"120 East 184th St",80040,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2011-02-01
"120 East 184th St",80040,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2011-03-01
"120 East 184th St",93720,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2011-04-01
"120 East 184th St",66960,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2011-05-01
"120 East 184th St",64560,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2011-06-01
"120 East 184th St",71400,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2011-07-01
"120 East 184th St",66960,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2011-08-01
"120 East 184th St",73560,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2011-09-01
"120 East 184th St",66840,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2011-10-01
"120 East 184th St",66960,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2011-11-01
"120 East 184th St",71400,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2011-12-01
"120 East 184th St",64800,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2012-01-01
"120 East 184th St",64560,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2012-02-01
"120 East 184th St",80040,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2012-03-01
"120 East 184th St",43200,"Brooklyn","East New York (Pennsylvania Ave)",11207,40.674135,-73.89643,"Middle School 399",2012-04-01
"500 East Fordham Rd",164800,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2008-07-01
"500 East Fordham Rd",156800,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2008-08-01
"500 East Fordham Rd",171200,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2008-09-01
"500 East Fordham Rd",201600,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2008-10-01
"500 East Fordham Rd",190400,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2008-11-01
"500 East Fordham Rd",167200,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2008-12-01
"500 East Fordham Rd",168000,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2009-01-01
"500 East Fordham Rd",151200,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2009-02-01
"500 East Fordham Rd",161600,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2009-03-01
"500 East Fordham Rd",158400,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2009-04-01
"500 East Fordham Rd",133600,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2009-05-01
"500 East Fordham Rd",122400,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2009-06-01
"500 East Fordham Rd",148800,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2009-07-01
"500 East Fordham Rd",165600,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2009-08-01
"500 East Fordham Rd",152000,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2009-09-01
"500 East Fordham Rd",167200,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2009-10-01
"500 East Fordham Rd",156000,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2009-11-01
"500 East Fordham Rd",182400,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2009-12-01
"500 East Fordham Rd",137600,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2010-01-01
"500 East Fordham Rd",133600,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2010-02-01
"500 East Fordham Rd",144000,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2010-03-01
"500 East Fordham Rd",162400,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2010-04-01
"500 East Fordham Rd",144800,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2010-05-01
"500 East Fordham Rd",124000,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2010-06-01
"500 East Fordham Rd",136000,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2010-07-01
"500 East Fordham Rd",164000,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2010-08-01
"500 East Fordham Rd",184000,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2010-09-01
"500 East Fordham Rd",167200,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2010-10-01
"500 East Fordham Rd",156000,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2010-11-01
"500 East Fordham Rd",113600,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2010-12-01
"500 East Fordham Rd",128000,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2011-01-01
"500 East Fordham Rd",125600,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2011-02-01
"500 East Fordham Rd",137600,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2011-03-01
"500 East Fordham Rd",165600,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2011-04-01
"500 East Fordham Rd",136800,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2011-05-01
"500 East Fordham Rd",119200,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2011-06-01
"500 East Fordham Rd",144800,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2011-07-01
"500 East Fordham Rd",160800,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2011-08-01
"500 East Fordham Rd",140800,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2011-09-01
"500 East Fordham Rd",159200,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2011-10-01
"500 East Fordham Rd",151200,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2011-11-01
"500 East Fordham Rd",136000,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2011-12-01
"500 East Fordham Rd",140000,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2012-01-01
"500 East Fordham Rd",126400,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2012-02-01
"500 East Fordham Rd",138400,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2012-03-01
"500 East Fordham Rd",159200,"Queens","Far Rockaway-Bayswater",11691,40.593834,-73.76174,"Theodore Roosevelt High School",2012-04-01
"200 City Island Ave",69440,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2008-07-01
"200 City Island Ave",57520,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2008-08-01
"200 City Island Ave",54080,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2008-09-01
"200 City Island Ave",66320,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2008-10-01
"200 City Island Ave",74320,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2008-11-01
"200 City Island Ave",57680,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2008-12-01
"200 City Island Ave",57440,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2009-01-01
"200 City Island Ave",50560,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2009-02-01
"200 City Island Ave",63680,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2009-03-01
"200 City Island Ave",66640,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2009-04-01
"200 City Island Ave",69040,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2009-05-01
"200 City Island Ave",57120,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2009-06-01
"200 City Island Ave",58640,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2009-07-01
"200 City Island Ave",51280,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2009-08-01
"200 City Island Ave",56080,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2009-09-01
"200 City Island Ave",59920,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2009-10-01
"200 City Island Ave",53760,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2009-11-01
"200 City Island Ave",56160,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2009-12-01
"200 City Island Ave",46480,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2010-01-01
"200 City Island Ave",48880,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2010-02-01
"200 City Island Ave",53600,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2010-03-01
"200 City Island Ave",80000,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2010-04-01
"200 City Island Ave",60080,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2010-05-01
"200 City Island Ave",45440,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2010-06-01
"200 City Island Ave",58800,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2010-07-01
"200 City Island Ave",49760,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2010-08-01
"200 City Island Ave",45920,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2010-09-01
"200 City Island Ave",56880,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2010-10-01
"200 City Island Ave",48560,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2010-11-01
"200 City Island Ave",52720,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2010-12-01
"200 City Island Ave",50080,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2011-01-01
"200 City Island Ave",42320,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2011-02-01
"200 City Island Ave",47200,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2011-03-01
"200 City Island Ave",70160,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2011-04-01
"200 City Island Ave",57520,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2011-05-01
"200 City Island Ave",54400,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2011-06-01
"200 City Island Ave",85120,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2011-07-01
"200 City Island Ave",53120,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2011-08-01
"200 City Island Ave",54000,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2011-09-01
"200 City Island Ave",60480,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2011-10-01
"200 City Island Ave",50240,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2011-11-01
"200 City Island Ave",46800,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2011-12-01
"200 City Island Ave",39840,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2012-01-01
"200 City Island Ave",38880,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2012-02-01
"200 City Island Ave",47120,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2012-03-01
"200 City Island Ave",65680,"Bronx","Crotona Park East",10460,40.836356,-73.888361,"The City Island School",2012-04-01
"2195 Andrews Ave",219200,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2008-07-01
"2195 Andrews Ave",162400,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2008-08-01
"2195 Andrews Ave",168000,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2008-09-01
"2195 Andrews Ave",201600,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2008-10-01
"2195 Andrews Ave",201600,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2008-11-01
"2195 Andrews Ave",161600,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2008-12-01
"2195 Andrews Ave",184000,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2009-01-01
"2195 Andrews Ave",158400,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2009-02-01
"2195 Andrews Ave",203200,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2009-03-01
"2195 Andrews Ave",201600,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2009-04-01
"2195 Andrews Ave",224000,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2009-05-01
"2195 Andrews Ave",249600,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2009-06-01
"2195 Andrews Ave",208000,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2009-07-01
"2195 Andrews Ave",171200,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2009-08-01
"2195 Andrews Ave",184800,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2009-09-01
"2195 Andrews Ave",220000,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2009-10-01
"2195 Andrews Ave",208000,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2009-11-01
"2195 Andrews Ave",227200,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2009-12-01
"2195 Andrews Ave",202400,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2010-01-01
"2195 Andrews Ave",185600,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2010-02-01
"2195 Andrews Ave",173600,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2010-03-01
"2195 Andrews Ave",298400,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2010-04-01
"2195 Andrews Ave",364000,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2010-05-01
"2195 Andrews Ave",272000,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2010-06-01
"2195 Andrews Ave",196800,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2010-07-01
"2195 Andrews Ave",178400,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2010-08-01
"2195 Andrews Ave",165600,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2010-09-01
"2195 Andrews Ave",240000,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2010-10-01
"2195 Andrews Ave",211200,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2010-11-01
"2195 Andrews Ave",225600,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2010-12-01
"2195 Andrews Ave",204800,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2011-01-01
"2195 Andrews Ave",127200,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2011-02-01
"2195 Andrews Ave",103200,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2011-03-01
"2195 Andrews Ave",164000,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2011-04-01
"2195 Andrews Ave",2e+05,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2011-05-01
"2195 Andrews Ave",137600,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2011-06-01
"2195 Andrews Ave",144000,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2011-07-01
"2195 Andrews Ave",113600,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2011-08-01
"2195 Andrews Ave",145600,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2011-09-01
"2195 Andrews Ave",160800,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2011-10-01
"2195 Andrews Ave",192000,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2011-11-01
"2195 Andrews Ave",213600,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2011-12-01
"2195 Andrews Ave",204000,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2012-01-01
"2195 Andrews Ave",136800,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2012-02-01
"2195 Andrews Ave",80800,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2012-03-01
"2195 Andrews Ave",149600,"Brooklyn","Bensonhurst East",11223,40.601433,-73.986139,"Institute for Environmental Learning",2012-04-01
"360 West 230th St",148000,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2008-07-01
"360 West 230th St",97200,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2008-08-01
"360 West 230th St",86400,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2008-09-01
"360 West 230th St",106800,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2008-10-01
"360 West 230th St",102400,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2008-11-01
"360 West 230th St",92400,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2008-12-01
"360 West 230th St",80800,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2009-01-01
"360 West 230th St",68000,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2009-02-01
"360 West 230th St",93600,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2009-03-01
"360 West 230th St",116000,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2009-04-01
"360 West 230th St",156000,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2009-05-01
"360 West 230th St",155200,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2009-06-01
"360 West 230th St",136800,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2009-07-01
"360 West 230th St",111600,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2009-08-01
"360 West 230th St",69600,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2009-09-01
"360 West 230th St",99200,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2009-10-01
"360 West 230th St",87600,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2009-11-01
"360 West 230th St",99600,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2009-12-01
"360 West 230th St",87600,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2010-01-01
"360 West 230th St",85600,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2010-02-01
"360 West 230th St",115600,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2010-03-01
"360 West 230th St",145600,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2010-04-01
"360 West 230th St",186400,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2010-05-01
"360 West 230th St",163600,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2010-06-01
"360 West 230th St",139200,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2010-07-01
"360 West 230th St",115600,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2010-08-01
"360 West 230th St",86800,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2010-09-01
"360 West 230th St",99200,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2010-10-01
"360 West 230th St",87200,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2010-11-01
"360 West 230th St",90400,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2010-12-01
"360 West 230th St",92800,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2011-01-01
"360 West 230th St",74800,"Queens","St. Albans",11412,40.690828,-73.763907,"The Multiple Intelligence School",2011-02-01
